address_id,customer_id,address_type,street_address,city,state,zip_code
A000753,C000607,Home,24944 Bauer Crescent,Davie,FL,38574
A000754,C000608,Home,419 Ashley Squares,Davie,FL,70380
A000755,C000609,Home,31781 Robert Neck Suite 614,Tallahassee,FL,10119
A000756,C000610,Home,86837 Heather Village,Coral Springs,FL,04134
A000757,C000611,Home,210 Billy Drive Apt. 704,Pembroke Pines,FL,67868
A000758,C000612,Home,515 Jaime Burgs Suite 796,Davie,FL,61687
A000759,C000613,Home,55999 Diaz Freeway Suite 002,Boca Raton,FL,97978
A000760,C000614,Home,52250 Latasha Estate Suite 293,West Palm Beach,FL,85758
A000761,C000615,Home,2057 Velez Drives Apt. 481,Naples,FL,84585
A000762,C000616,Home,466 Anthony Land,Fort Lauderdale,FL,34006
A000763,C000617,Home,047 Hester Highway Suite 665,Miami,FL,33802
A000764,C000618,Home,15885 Daniel Forks,Tampa,FL,44660
A000765,C000619,Home,712 Hall Port,Naples,FL,37754
A000766,C000620,Home,30404 Eric Tunnel,Naples,FL,03361
A000767,C000621,Home,21506 Kristen Walk Apt. 153,Orlando,FL,28462
A000768,C000622,Home,63123 Garcia Villages,Pembroke Pines,FL,45332
A000769,C000622,Mailing,2486 Charlotte Hill,Tampa,FL,87862
A000770,C000623,Home,968 Reyes Ports,Orlando,FL,55737
A000771,C000623,Mailing,003 Williamson Mountains,Hollywood,FL,34390
A000772,C000624,Home,3282 Chad Plain,Miami,FL,53820
A000773,C000624,Mailing,61675 Carroll Mills Apt. 850,Fort Lauderdale,FL,19959
A000774,C000625,Home,93297 Patricia Views,Pembroke Pines,FL,97922
A000775,C000625,Mailing,294 Cole Gardens,Hollywood,FL,26683
A000776,C000626,Home,52389 Stanley Parks,West Palm Beach,FL,85721
A000777,C000627,Home,960 Alicia Fall,Orlando,FL,72202
A000778,C000628,Home,40322 Kenneth Forest Apt. 147,Hollywood,FL,06735
A000779,C000629,Home,36480 Veronica Fork Apt. 656,Gainesville,FL,47808
A000780,C000630,Home,20532 Robinson Spurs,Sarasota,FL,28533
A000781,C000630,Mailing,91648 Stephanie Unions,Miami,FL,97657
A000782,C000631,Home,804 Drake Coves Apt. 471,Gainesville,FL,60135
A000783,C000632,Home,1827 Cortez Port Apt. 737,Boca Raton,FL,50993
A000784,C000632,Mailing,039 Andrew Shore Suite 022,Tallahassee,FL,60315
A000785,C000633,Home,38213 Jackson Ferry Suite 164,Fort Lauderdale,FL,43532
A000786,C000634,Home,8590 Richardson Walk Apt. 838,Jacksonville,FL,26662
A000787,C000635,Home,41617 Carl Parkway Apt. 624,Pembroke Pines,FL,48192
A000788,C000636,Home,4887 Smith Terrace,Gainesville,FL,10137
A000789,C000636,Mailing,70466 Kim Mall,Davie,FL,63547
A000790,C000637,Home,3161 Tina Greens,Fort Lauderdale,FL,84531
A000791,C000638,Home,1257 Phillips Haven,Fort Lauderdale,FL,30871
A000792,C000639,Home,7422 Lewis Circle Suite 928,Hollywood,FL,80712
A000793,C000640,Home,0603 Susan Grove Suite 267,Miami,FL,64827
A000794,C000641,Home,4427 Lisa Tunnel,Fort Lauderdale,FL,07332
A000795,C000642,Home,06514 Anne Manors,Sarasota,FL,25822
A000796,C000643,Home,67065 Kathryn Summit,Gainesville,FL,94498
A000797,C000644,Home,551 Brenda Radial Apt. 647,Fort Lauderdale,FL,73045
A000798,C000644,Mailing,88840 Alexander Well Apt. 350,Naples,FL,75763
A000799,C000645,Home,3202 Jacob View Apt. 251,Tallahassee,FL,82868
A000800,C000645,Mailing,161 Katherine Fords,Sarasota,FL,53639
A000801,C000646,Home,22475 Lisa Turnpike Suite 655,Pembroke Pines,FL,32807
A000802,C000647,Home,24214 Melissa Mall,West Palm Beach,FL,47616
A000803,C000648,Home,51267 Hardin Gateway,Tampa,FL,35670
A000804,C000648,Mailing,8367 Elizabeth Mills,Tallahassee,FL,68398
A000805,C000649,Home,397 Jeffrey Neck,Orlando,FL,50105
A000806,C000650,Home,8098 Mitchell Circles Suite 834,West Palm Beach,FL,63316
A000807,C000651,Home,5591 Debra Knolls,Orlando,FL,11815
A000808,C000651,Mailing,8453 Karen Summit,Miami,FL,60722
A000809,C000652,Home,2662 Joseph Courts Apt. 805,Sarasota,FL,56511
A000810,C000653,Home,558 Kevin Square,Sarasota,FL,83503
A000811,C000653,Mailing,67269 Kathleen Streets Apt. 513,Davie,FL,21779
A000812,C000654,Home,26477 Johnson Mountain,Hollywood,FL,08001
A000813,C000655,Home,5512 Eaton Ramp Apt. 918,Sarasota,FL,04996
A000814,C000655,Mailing,6802 William Plain,Gainesville,FL,28677
A000815,C000656,Home,794 Nguyen Junction,Coral Springs,FL,44223
A000816,C000656,Mailing,1398 Hunter Inlet Suite 884,Pembroke Pines,FL,99117
A000817,C000657,Home,49396 Angela Parkways Apt. 446,Jacksonville,FL,10833
A000818,C000658,Home,08078 Timothy Gardens Apt. 485,Boca Raton,FL,75925
A000819,C000658,Mailing,8800 White Mill Suite 909,Hollywood,FL,96765
A000820,C000659,Home,78658 Smith Ferry Suite 276,Boca Raton,FL,94760
A000821,C000660,Home,473 Danny Islands Apt. 463,Orlando,FL,08147
A000822,C000661,Home,10107 Allison Harbors,Naples,FL,48069
A000823,C000662,Home,1948 Navarro Glens Apt. 782,Tampa,FL,31517
A000824,C000663,Home,11963 Howard Wells Suite 406,Tallahassee,FL,09253
A000825,C000664,Home,007 Randy Park,Boca Raton,FL,48329
A000826,C000665,Home,69002 Brenda Burgs Suite 362,Davie,FL,58598
A000827,C000666,Home,623 Williams Centers,Tallahassee,FL,34457
A000828,C000667,Home,5763 Ray Common,Davie,FL,47953
A000829,C000668,Home,5005 Tiffany Canyon,Naples,FL,25297
A000830,C000669,Home,9813 Sarah Village Suite 347,Miami,FL,03316
A000831,C000670,Home,78294 Miller Club,Tallahassee,FL,77236
A000832,C000670,Mailing,867 Hall Meadow,Jacksonville,FL,40144
A000833,C000671,Home,015 Shelton Mountain,Tallahassee,FL,59623
A000834,C000671,Mailing,57598 Thomas Estates Suite 257,West Palm Beach,FL,86217
A000835,C000672,Home,9161 Moody Wall Apt. 594,Miami,FL,42108
A000836,C000673,Home,160 Wanda Locks,Hollywood,FL,00728
A000837,C000674,Home,1493 Sandra Locks Apt. 619,Hollywood,FL,42326
A000838,C000675,Home,843 Ryan Ports,Tallahassee,FL,79783
A000839,C000676,Home,7455 Dean Corners,Hollywood,FL,05758
A000840,C000676,Mailing,760 Heather Fall Apt. 121,Gainesville,FL,17750
A000841,C000677,Home,096 Martin Course Apt. 430,Naples,FL,15866
A000842,C000678,Home,540 Lisa Hill,Sarasota,FL,86779
A000843,C000679,Home,173 Patricia Fords,Tampa,FL,38867
A000844,C000680,Home,82027 Joan Extension,West Palm Beach,FL,91121
A000845,C000681,Home,18215 Graves Bypass,Tallahassee,FL,63365
A000846,C000682,Home,29242 Hammond Oval Suite 311,Coral Springs,FL,82133
A000847,C000683,Home,54782 Gibson Harbors Apt. 428,Davie,FL,22606
A000848,C000684,Home,782 Gary Islands,Sarasota,FL,65610
A000849,C000685,Home,719 Paul Via,Jacksonville,FL,49233
A000850,C000686,Home,63716 Lori Plains Apt. 279,Coral Springs,FL,06402
A000851,C000687,Home,500 Vanessa Roads Apt. 458,Tallahassee,FL,58244
A000852,C000688,Home,13096 Lindsey Mountain Apt. 419,Jacksonville,FL,21667
A000853,C000688,Mailing,775 Jones Forge,Jacksonville,FL,95879
A000854,C000689,Home,958 Love Underpass,Fort Lauderdale,FL,19488
A000855,C000690,Home,076 Ballard Radial Apt. 736,Naples,FL,42221
A000856,C000691,Home,6123 Michael Motorway,Gainesville,FL,93457
A000857,C000692,Home,6343 Thomas Dale,Boca Raton,FL,89657
A000858,C000693,Home,62227 Suzanne Knoll,West Palm Beach,FL,76654
A000859,C000693,Mailing,108 Cervantes Isle,Miami,FL,12152
A000860,C000694,Home,486 Erica Club Suite 812,Jacksonville,FL,47437
A000861,C000694,Mailing,4567 Stokes Track Apt. 520,Tallahassee,FL,82660
A000862,C000695,Home,826 Sims Springs,Davie,FL,50706
A000863,C000696,Home,4751 Dawn Street Apt. 047,Hollywood,FL,12059
A000864,C000697,Home,70276 Copeland Place Apt. 737,Gainesville,FL,92545
A000865,C000698,Home,1044 David Club Suite 747,West Palm Beach,FL,36301
A000866,C000699,Home,9609 Freeman Mission,Miami,FL,95158
A000867,C000700,Home,926 Lisa Roads Suite 548,Coral Springs,FL,34763
A000868,C000700,Mailing,187 Carlson Manors Apt. 129,Boca Raton,FL,56715
A000869,C000701,Home,981 Cooper Corners Apt. 690,Miami,FL,86613
A000870,C000702,Home,73910 Amber Crest Suite 682,Tallahassee,FL,43338
A000871,C000703,Home,223 Timothy Land,Tallahassee,FL,27647
A000872,C000703,Mailing,721 Wheeler Trafficway,Tallahassee,FL,18491
A000873,C000704,Home,21596 Hall Parks,Hollywood,FL,99567
A000874,C000705,Home,8228 Schroeder Prairie Suite 225,Naples,FL,17945
A000875,C000706,Home,694 Hicks Port,Orlando,FL,82647
A000876,C000706,Mailing,4894 John Manor Suite 082,Hollywood,FL,92715
A000877,C000707,Home,33661 Maurice Turnpike,Tampa,FL,72231
A000878,C000708,Home,8723 Mendoza Villages,Miami,FL,80945
A000879,C000709,Home,106 Mary Lane Suite 431,Davie,FL,48489
A000880,C000710,Home,041 Amber Dam Suite 072,Miami,FL,98563
A000881,C000711,Home,5783 Shawn Tunnel Suite 773,Coral Springs,FL,62611
A000882,C000712,Home,6605 Steven Orchard Apt. 075,Hollywood,FL,03426
A000883,C000713,Home,4387 Denise Manor Suite 341,Boca Raton,FL,03291
A000884,C000713,Mailing,0551 Jennifer Falls,Miami,FL,01240
A000885,C000714,Home,853 Matthew Dale Apt. 315,Boca Raton,FL,91901
A000886,C000715,Home,535 Jose Square Suite 676,Naples,FL,94522
A000887,C000716,Home,193 Angela Dam,Tallahassee,FL,76614
A000888,C000717,Home,2085 Ryan Glens,Tampa,FL,50494
A000889,C000718,Home,61945 John Lakes Suite 976,Tampa,FL,70026
A000890,C000719,Home,6559 Linda Shore,West Palm Beach,FL,35209
A000891,C000720,Home,42581 Johnson Village Apt. 922,Tampa,FL,39136
A000892,C000721,Home,66690 Jenkins Tunnel,Pembroke Pines,FL,30383
A000893,C000721,Mailing,93634 Elizabeth Court,Boca Raton,FL,44171
A000894,C000722,Home,0472 Megan Well Suite 234,Fort Lauderdale,FL,37432
A000895,C000723,Home,493 Sarah Keys,Orlando,FL,30660
A000896,C000724,Home,4809 Weaver Valley Suite 380,Orlando,FL,96558
A000897,C000725,Home,2135 Cox Point,Coral Springs,FL,16876
A000898,C000726,Home,1758 Welch Lake Apt. 357,West Palm Beach,FL,99380
A000899,C000727,Home,4960 Kim Courts,Tampa,FL,40828
A000900,C000728,Home,119 Carpenter Brooks,Tampa,FL,35446
A000901,C000729,Home,11135 Whitney Square Apt. 049,Davie,FL,78949
A000902,C000730,Home,60131 Lewis Overpass Apt. 815,Boca Raton,FL,04406
A000903,C000731,Home,221 Erin Creek,Davie,FL,47680
A000904,C000732,Home,2238 Montes Dale Suite 269,Boca Raton,FL,01880
A000905,C000732,Mailing,24799 Turner Cove Apt. 836,Hollywood,FL,85567
A000906,C000733,Home,854 Wallace Dam,Sarasota,FL,08876
A000907,C000734,Home,705 Caleb Causeway Apt. 409,Miami,FL,70454
A000908,C000734,Mailing,57721 Perez Walk Suite 178,Miami,FL,08655
A000909,C000735,Home,09533 Ellison Divide,Pembroke Pines,FL,56477
A000910,C000736,Home,00443 Debra Spring,Boca Raton,FL,89335
A000911,C000737,Home,04436 Linda Causeway Apt. 986,Tampa,FL,13092
A000912,C000738,Home,1278 Robinson Knoll Apt. 854,Fort Lauderdale,FL,32494
A000913,C000739,Home,315 Black Mills Apt. 744,Coral Springs,FL,66614
A000914,C000739,Mailing,25951 Munoz Ferry,Davie,FL,95276
A000915,C000740,Home,64558 Johnson Hills Suite 926,Coral Springs,FL,79992
A000916,C000741,Home,55790 Anthony Ridges Apt. 373,Fort Lauderdale,FL,49957
A000917,C000742,Home,623 Dunn Plaza,Tampa,FL,69811
A000918,C000743,Home,42591 Andrew Court,Fort Lauderdale,FL,15127
A000919,C000744,Home,34763 Rich Ridges,Hollywood,FL,93329
A000920,C000745,Home,6571 Phillips Trail,Orlando,FL,47393
A000921,C000746,Home,2057 Brandy Crest Suite 037,Naples,FL,30613
A000922,C000746,Mailing,291 Martinez Spurs,Tampa,FL,30363
A000923,C000747,Home,9921 Adam Canyon Apt. 345,Gainesville,FL,23978
A000924,C000748,Home,82983 Alan Stravenue,West Palm Beach,FL,68666
A000925,C000748,Mailing,439 Moore Plains,Naples,FL,82906
A000926,C000749,Home,253 Jonathan Light,Naples,FL,96622
A000927,C000750,Home,2358 Fowler Valleys Apt. 554,Naples,FL,26600
A000928,C000751,Home,096 Billy Extension,Fort Lauderdale,FL,38228
A000929,C000752,Home,804 Ricardo Station,Tampa,FL,99100
A000930,C000753,Home,2524 Atkins Shores,Orlando,FL,55965
A000931,C000754,Home,043 Hill Summit,Davie,FL,69253
A000932,C000755,Home,9880 Mann Locks Suite 530,West Palm Beach,FL,07977
A000933,C000755,Mailing,945 Alexander Extensions,Coral Springs,FL,78927
A000934,C000756,Home,89582 Ramirez Avenue,Sarasota,FL,70399
A000935,C000757,Home,8828 Ashley Fall,Gainesville,FL,20313
A000936,C000758,Home,23695 Dawson Spurs,Boca Raton,FL,92738
A000937,C000758,Mailing,6294 Gill Circles,Coral Springs,FL,05589
A000938,C000759,Home,470 Samuel Loaf,Coral Springs,FL,86581
A000939,C000760,Home,22339 Becky Ford Apt. 250,Jacksonville,FL,78172
A000940,C000761,Home,636 Nathaniel Mission Apt. 726,Naples,FL,84461
A000941,C000761,Mailing,1590 Jordan Land,Tampa,FL,23945
A000942,C000762,Home,223 Teresa Vista,Pembroke Pines,FL,46460
A000943,C000763,Home,995 Susan Union Apt. 975,Tampa,FL,63175
A000944,C000764,Home,44472 Donna Alley,Boca Raton,FL,93739
A000945,C000765,Home,1607 Garza Divide Suite 985,Boca Raton,FL,79534
A000946,C000766,Home,24417 Donna Passage,Boca Raton,FL,11863
A000947,C000767,Home,5927 Tanya Canyon Suite 392,Coral Springs,FL,68653
A000948,C000767,Mailing,47210 Bauer Vista Suite 102,West Palm Beach,FL,27470
A000949,C000768,Home,200 David Bypass Apt. 829,Coral Springs,FL,23613
A000950,C000769,Home,4587 James Tunnel Apt. 498,Fort Lauderdale,FL,28076
A000951,C000770,Home,906 Allison Corners Suite 724,Orlando,FL,08233
A000952,C000771,Home,0718 Simmons Tunnel Suite 620,Pembroke Pines,FL,16418
A000953,C000772,Home,181 Robinson Land,Coral Springs,FL,53379
A000954,C000773,Home,13973 Smith Turnpike,Orlando,FL,92466
A000955,C000774,Home,5324 Alfred Mall,Boca Raton,FL,48691
A000956,C000775,Home,371 Kaufman Light,Sarasota,FL,44724
A000957,C000776,Home,9188 John Port,Hollywood,FL,70140
A000958,C000777,Home,27596 Parker Motorway Suite 799,Coral Springs,FL,89108
A000959,C000778,Home,131 Ashley Glen,Tallahassee,FL,68157
A000960,C000779,Home,991 Paul Lights Suite 160,Naples,FL,34530
A000961,C000780,Home,879 Jason Mountains,Coral Springs,FL,94110
A000962,C000781,Home,20691 Samuel Lodge Suite 940,Coral Springs,FL,59837
A000963,C000782,Home,111 Eddie Falls,Miami,FL,68380
A000964,C000782,Mailing,22996 George Groves Suite 062,West Palm Beach,FL,76673
A000965,C000783,Home,387 Elizabeth Port Suite 954,Miami,FL,09138
A000966,C000784,Home,0673 Taylor Underpass Suite 631,Coral Springs,FL,67041
A000967,C000784,Mailing,6327 Fuentes Throughway,Jacksonville,FL,21563
A000968,C000785,Home,55134 Ford Flats Suite 170,Davie,FL,20807
A000969,C000786,Home,63887 Snyder Passage,Coral Springs,FL,18358
A000970,C000786,Mailing,490 Andrea Union,Coral Springs,FL,12739
A000971,C000787,Home,9666 Mark Creek,Jacksonville,FL,16640
A000972,C000788,Home,7669 Alexander Cliffs Suite 088,Pembroke Pines,FL,67221
A000973,C000789,Home,9627 Jeremy Lane Suite 688,Gainesville,FL,04613
A000974,C000790,Home,93695 Clements Spurs Suite 517,Tallahassee,FL,22780
A000975,C000790,Mailing,13071 Hutchinson Pines,Gainesville,FL,52516
A000976,C000791,Home,0690 Lori Ports Suite 074,Hollywood,FL,39431
A000977,C000792,Home,22299 Kristin Coves Apt. 974,Jacksonville,FL,34904
A000978,C000793,Home,1923 Walker Hollow Suite 259,Tallahassee,FL,21724
A000979,C000794,Home,494 Tracy Drive Apt. 964,Coral Springs,FL,91715
A000980,C000795,Home,1705 John Meadow,Naples,FL,37114
A000981,C000796,Home,811 Lauren Fords Apt. 691,Tampa,FL,20268
A000982,C000797,Home,2089 Miller Junctions Apt. 780,West Palm Beach,FL,87080
A000983,C000798,Home,7223 Diaz Camp,Boca Raton,FL,45868
A000984,C000799,Home,99257 Eric Mission Apt. 154,Naples,FL,48191
A000985,C000800,Home,7129 Hansen Flats,Pembroke Pines,FL,64196
A000986,C000801,Home,720 Jose Mountains,Tampa,FL,17222
A000987,C000802,Home,71140 Sandra Mountain,Boca Raton,FL,20102
A000988,C000803,Home,819 Caldwell Ports Suite 620,Hollywood,FL,47184
A000989,C000804,Home,07807 Hall Land Suite 700,Davie,FL,84496
A000990,C000805,Home,7027 Kayla Shoal,Naples,FL,39153
A000991,C000806,Home,291 Fisher Mountain Apt. 769,Tampa,FL,50057
A000992,C000807,Home,431 Thompson Mission,Naples,FL,82680
A000993,C000808,Home,8314 Sarah Stream,Sarasota,FL,52138
A000994,C000808,Mailing,782 Jacobson Burg,Miami,FL,77719
A000995,C000809,Home,38165 Sanchez Field,Hollywood,FL,81846
A000996,C000810,Home,598 Alexandra Burg Suite 633,Gainesville,FL,50583
A000997,C000810,Mailing,831 Nathaniel Isle Suite 148,Sarasota,FL,04553
A000998,C000811,Home,69740 Sara Harbor Apt. 957,Hollywood,FL,23523
A000999,C000812,Home,8699 Small Pine Suite 060,Gainesville,FL,86810
A001000,C000812,Mailing,73890 Amanda Row,Davie,FL,00551
A001001,C000813,Home,2888 Alexandria Hills Suite 761,Davie,FL,99090
A001002,C000814,Home,3546 Alison Island Apt. 870,Miami,FL,76407
A001003,C000815,Home,9659 Jordan Terrace Suite 912,Hollywood,FL,93813
A001004,C000815,Mailing,06744 Keller Land,Orlando,FL,43817
A001005,C000816,Home,674 Stacey Gardens,Gainesville,FL,15636
A001006,C000817,Home,4371 Patricia Fort,Naples,FL,57508
A001007,C000817,Mailing,097 Evans Mews Apt. 239,Tallahassee,FL,39544
A001008,C000818,Home,84912 Morris Vista Apt. 839,Pembroke Pines,FL,49678
A001009,C000819,Home,0063 Derrick Loaf,Naples,FL,16611
A001010,C000819,Mailing,34090 Nancy Points Apt. 980,Hollywood,FL,69891
A001011,C000820,Home,612 Combs Trail Apt. 030,Pembroke Pines,FL,33436
A001012,C000821,Home,1701 Cook Pines Suite 780,Jacksonville,FL,02677
A001013,C000821,Mailing,3511 Christopher Meadow Apt. 426,Davie,FL,03670
A001014,C000822,Home,41370 Tamara Forest,Boca Raton,FL,77056
A001015,C000823,Home,895 Jeffrey Inlet Suite 404,Tampa,FL,75417
A001016,C000824,Home,8397 Michael Hill Apt. 094,Tallahassee,FL,38364
A001017,C000824,Mailing,8275 Smith Circle,West Palm Beach,FL,93908
A001018,C000825,Home,6398 Williams Locks Suite 236,Jacksonville,FL,08112
A001019,C000825,Mailing,7423 Ortiz Fields Suite 849,Sarasota,FL,18956
A001020,C000826,Home,61313 Miller Creek,Tallahassee,FL,19285
A001021,C000827,Home,10121 Kenneth Islands,Boca Raton,FL,30694
A001022,C000828,Home,65880 Michael Loop,Coral Springs,FL,57522
A001023,C000829,Home,771 Lewis Land,Sarasota,FL,19357
A001024,C000830,Home,683 Simmons Square Suite 734,Davie,FL,66595
A001025,C000830,Mailing,8034 Travis Underpass Apt. 875,Hollywood,FL,89959
A001026,C000831,Home,304 Martinez Orchard,Fort Lauderdale,FL,45651
A001027,C000832,Home,88873 Hanson Shore Suite 499,Miami,FL,92352
A001028,C000833,Home,9051 James Plains,Fort Lauderdale,FL,11047
A001029,C000834,Home,92520 Jeremy Springs,Naples,FL,45917
A001030,C000835,Home,42002 Brittany Gateway,Jacksonville,FL,51926
A001031,C000836,Home,550 Payne Estate Suite 521,Tallahassee,FL,19847
A001032,C000837,Home,1174 Catherine Parks,Hollywood,FL,02423
A001033,C000837,Mailing,475 Joshua Cliffs,Naples,FL,20021
A001034,C000838,Home,562 Callahan Orchard,Miami,FL,84719
A001035,C000839,Home,48038 Ford Loop,Tampa,FL,78835
A001036,C000840,Home,7693 Jessica Forges,Hollywood,FL,12239
A001037,C000841,Home,03248 Reese Streets,Naples,FL,29310
A001038,C000842,Home,721 Reese Tunnel,West Palm Beach,FL,42197
A001039,C000842,Mailing,106 Todd Park Apt. 318,Hollywood,FL,77591
A001040,C000843,Home,1347 Whitney Pine,Gainesville,FL,31000
A001041,C000844,Home,015 Hill Mount Apt. 164,Boca Raton,FL,23804
A001042,C000845,Home,8114 Victoria Unions Suite 584,Tampa,FL,88801
A001043,C000846,Home,78077 Baker Plains Suite 661,Tallahassee,FL,56355
A001044,C000847,Home,0112 Jason Ways,Gainesville,FL,02821
A001045,C000848,Home,44259 Horn Extensions Suite 154,Coral Springs,FL,22399
A001046,C000849,Home,9346 Jeremy Garden Suite 203,Sarasota,FL,48972
A001047,C000849,Mailing,2348 Shannon Ports,Coral Springs,FL,69739
A001048,C000850,Home,0672 Willis Dale,Gainesville,FL,52472
A001049,C000851,Home,915 Yvonne Village Suite 510,West Palm Beach,FL,14074
A001050,C000852,Home,10924 Francisco Field,Sarasota,FL,20803
A001051,C000853,Home,4691 Woods Lodge Apt. 790,Davie,FL,21175
A001052,C000854,Home,97759 Ayala Plain,Jacksonville,FL,70090
A001053,C000854,Mailing,100 Caleb Crossroad Apt. 762,Miami,FL,74529
A001054,C000855,Home,94726 Sarah Manors,Tampa,FL,83187
A001055,C000856,Home,61931 Mary Landing Apt. 252,Fort Lauderdale,FL,25172
A001056,C000857,Home,4747 Amy Shoal,Tallahassee,FL,74077
A001057,C000858,Home,4144 Casey Fords Apt. 346,Pembroke Pines,FL,20390
A001058,C000859,Home,6267 Williams Views,Orlando,FL,28811
A001059,C000860,Home,2491 Tina Terrace Apt. 315,Miami,FL,35421
A001060,C000860,Mailing,27557 Brandon Village Apt. 587,Orlando,FL,27753
A001061,C000861,Home,694 Tiffany Union Suite 447,Gainesville,FL,92317
A001062,C000861,Mailing,3946 Gomez Views Suite 763,Sarasota,FL,08203
A001063,C000862,Home,00521 Ann Manor,Gainesville,FL,45774
A001064,C000863,Home,174 Brandon Canyon,Tampa,FL,50357
A001065,C000863,Mailing,5245 Karina Port Suite 885,Coral Springs,FL,19490
A001066,C000864,Home,52357 Porter Corners Suite 712,Pembroke Pines,FL,41317
A001067,C000865,Home,3579 Paul Tunnel,Boca Raton,FL,61382
A001068,C000866,Home,5034 Hawkins Unions,West Palm Beach,FL,20234
A001069,C000866,Mailing,565 Chloe Burgs,Tampa,FL,08705
A001070,C000867,Home,013 Cantrell Lakes,Fort Lauderdale,FL,50936
A001071,C000868,Home,7093 Preston Isle Apt. 256,Coral Springs,FL,97976
A001072,C000869,Home,22232 Paul Gardens,Tampa,FL,44818
A001073,C000870,Home,9802 Kathy Lakes Suite 486,Miami,FL,05384
A001074,C000871,Home,695 Sullivan Divide,Miami,FL,07311
A001075,C000872,Home,360 Clarence Junction,Fort Lauderdale,FL,64342
A001076,C000873,Home,947 Shelley Divide,Tallahassee,FL,63487
A001077,C000874,Home,29599 Lisa River Suite 889,Gainesville,FL,89513
A001078,C000875,Home,3392 Burns Gardens,West Palm Beach,FL,14731
A001079,C000875,Mailing,60471 James Tunnel,West Palm Beach,FL,21873
A001080,C000876,Home,9160 Gordon Alley,Tallahassee,FL,88800
A001081,C000877,Home,176 Thomas Trafficway,Coral Springs,FL,53930
A001082,C000878,Home,33485 Brandon Trail,Jacksonville,FL,27454
A001083,C000878,Mailing,3734 Burke Causeway,Boca Raton,FL,30498
A001084,C000879,Home,6378 Paul Station,Tampa,FL,64004
A001085,C000879,Mailing,768 Young Crossing Suite 705,Boca Raton,FL,83235
A001086,C000880,Home,4777 Jason Bridge Apt. 579,Miami,FL,10633
A001087,C000881,Home,0639 Kim Forks,Tampa,FL,80681
A001088,C000882,Home,68603 Robert Path,Miami,FL,20676
A001089,C000883,Home,30751 Casey Mission Apt. 371,Boca Raton,FL,24197
A001090,C000884,Home,888 Amanda Orchard,Orlando,FL,96234
A001091,C000884,Mailing,6553 Barton Heights,Fort Lauderdale,FL,65306
A001092,C000885,Home,596 Elizabeth Lakes,Coral Springs,FL,99607
A001093,C000886,Home,0503 Young Drive Apt. 512,Orlando,FL,38724
A001094,C000887,Home,67193 Andrews Bypass Suite 859,Miami,FL,85700
A001095,C000888,Home,46159 Rhonda Rest,Davie,FL,64380
A001096,C000889,Home,0142 White Overpass Suite 173,Fort Lauderdale,FL,17273
A001097,C000890,Home,7187 Matthew Vista Suite 040,Coral Springs,FL,44543
A001098,C000890,Mailing,67751 Samuel Run,Boca Raton,FL,45284
A001099,C000891,Home,3235 Cain Rapids,Pembroke Pines,FL,11899
A001100,C000892,Home,1003 Santana Ports,Jacksonville,FL,94217
A001101,C000893,Home,9148 Brown Circle,Sarasota,FL,04148
A001102,C000894,Home,245 Conrad Squares,Coral Springs,FL,21711
A001103,C000895,Home,932 Michelle Locks,Tallahassee,FL,87893
A001104,C000895,Mailing,13133 Kevin Mall Apt. 250,West Palm Beach,FL,22069
A001105,C000896,Home,490 Edwards Fort,Hollywood,FL,05712
A001106,C000897,Home,1878 William Mission,Miami,FL,96210
A001107,C000898,Home,101 Smith Shore Apt. 287,Pembroke Pines,FL,84766
A001108,C000899,Home,9334 Pacheco Way Suite 264,Naples,FL,65087
A001109,C000900,Home,8548 Wolf Grove Apt. 598,Davie,FL,77646
A001110,C000900,Mailing,68577 Alvarez Locks,Sarasota,FL,57247
A001111,C000901,Home,1108 Maria Shoal,Coral Springs,FL,03425
A001112,C000902,Home,9322 Hunt Extension,Davie,FL,30722
A001113,C000903,Home,4675 Allen Drive,Coral Springs,FL,47801
A001114,C000904,Home,449 Theodore Court Suite 850,Jacksonville,FL,88001
A001115,C000905,Home,01360 Jodi Green,Hollywood,FL,94358
A001116,C000905,Mailing,898 Erica Gardens,Tallahassee,FL,82994
A001117,C000906,Home,2949 Brian Rest Apt. 741,Naples,FL,60898
A001118,C000907,Home,815 Steven Centers Suite 735,Tallahassee,FL,54042
A001119,C000908,Home,993 Micheal Shores,Fort Lauderdale,FL,92984
A001120,C000908,Mailing,93357 Harris Grove Suite 921,Davie,FL,50962
A001121,C000909,Home,82908 Jasmine Springs Suite 652,Davie,FL,08609
A001122,C000909,Mailing,3845 Robinson Fork,Tampa,FL,65949
A001123,C000910,Home,2310 Matthew Terrace Suite 602,Tampa,FL,21868
A001124,C000911,Home,46878 Foster Dam Suite 148,West Palm Beach,FL,19308
A001125,C000912,Home,4466 Herrera Square Apt. 102,Hollywood,FL,77929
A001126,C000912,Mailing,541 Watkins Ridge,Orlando,FL,83593
A001127,C000913,Home,6385 Bailey Junctions,Orlando,FL,07581
A001128,C000914,Home,4530 Moody Park,Davie,FL,41005
A001129,C000914,Mailing,632 William Island Suite 195,Tampa,FL,66199
A001130,C000915,Home,656 Kelly Pass,Tallahassee,FL,42045
A001131,C000916,Home,25316 Diane Islands,Pembroke Pines,FL,86945
A001132,C000917,Home,9881 Green Locks Apt. 655,Naples,FL,13825
A001133,C000918,Home,399 Cynthia Glens Suite 503,Tallahassee,FL,32176
